1881,1,16,9,0,0,40.0,-122.0,5.0
1881,2,2,11,0,0,36.0,-120.5,5.6
1881,4,10,10,0,0,37.4,-121.4,5.9
1881,5,27,0,0,0,41.3,-89.1,4.6
1881,12,2,11,0,0,19.5,-156.0,6.0
1882,6,3,9,0,0,36.9,-121.2,5.7
1882,11,8,12,0,0,39.0,-89.5,4.4
1883,1,22,7,0,0,34.0,-96.0,4.9
1882,11,13,10,0,0,40.5,-105.5,6.2
1883,2,9,16,0,0,37.0,-89.0,4.6
1883,6,2,9,0,0,36.9,-121.6,5.6
1883,10,26,6,0,0,34.2,-119.9,6.0
1884,2,6,8,0,0,36.3,-91.2,4.8
1884,2,27,10,0,0,41.1,-123.6,5.7
1884,3,27,16,0,0,37.1,-122.2,5.9
1884,10,28,11,0,0,40.6,-74.0,5.5
1884,12,7,18,0,0,40.7,-84.1,4.8
1885,3,21,21,0,0,21.0,-156.0,6.0
1885,2,22,17,0,0,40.4,-120.6,5.7
1885,5,1,12,0,0,36.7,-121.3,5.5
1885,6,4,13,0,0,36.8,-121.4,5.4
1885,4,28,21,0,0,36.4,-121.0,6.2
1886,9,11,11,0,0,32.9,-80.0,6.7
1887,3,4,21,0,0,19.25,-155.5,6.0
1887,5,9,7,0,0,38.7,-87.5,4.6
1887,7,16,16,0,0,39.2,-119.8,6.3
1887,10,17,12,0,0,37.2,-88.5,4.9
1888,2,18,7,0,0,39.3,-123.6,4.9
1888,2,25,11,0,0,39.0,-120.0,4.5
1888,4,1,18,0,0,39.2,-123.6,4.9
1888,6,1,18,0,0,38.3,-122.7,4.2
1888,4,27,18,0,0,41.5,-120.5,4.6
1888,5,17,16,0,0,39.7,-120.7,5.9
1888,11,3,23,0,0,37.1,-121.8,4.5
1889,2,18,20,0,0,37.9,-122.3,4.3
1889,2,28,16,0,0,34.1,-116.7,5.3
1889,6,13,12,0,0,40.0,-76.55,3.9
1889,4,28,16,0,0,37.1,-121.9,4.8
1889,7,4,6,0,0,38.0,-121.9,6.0
1889,6,20,6,0,0,40.5,-120.7,5.9
1889,7,25,12,0,0,35.1,-90.0,3.8
1889,9,20,23,0,0,37.8,-122.2,5.2
1889,9,5,23,0,0,34.1,-117.9,5.2
1889,10,21,16,0,0,37.2,-118.7,5.6
1890,3,31,6,0,0,33.4,-116.3,6.3
1890,6,10,8,0,0,36.9,-121.6,6.0
1890,9,3,4,0,0,40.5,-124.2,6.0
1891,1,2,20,0,0,37.3,-121.8,5.5
1891,1,8,6,0,0,31.7,-95.2,3.8
1891,3,22,4,0,0,47.5,-121.5,5.0
1891,8,5,12,0,0,37.9,-87.5,4.1
1891,10,15,23,0,0,38.25,-88.5,5.2
1891,11,7,4,0,0,38.3,-122.4,5.5
1892,2,21,22,0,0,45.5,-122.7,5.0
1892,3,25,0,0,0,32.55,-115.63,6.7
1892,6,1,18,0,0,38.4,-122.0,6.4
1892,7,2,15,0,0,38.5,-121.9,6.2
1892,4,30,9,0,0,38.4,-121.8,5.5
1892,7,13,11,0,0,33.2,-116.2,6.3
1892,8,8,5,0,0,34.2,-117.5,4.9
1893,1,3,21,0,0,36.8,-121.5,5.6
1893,3,11,7,0,0,45.9,-119.3,4.7
1893,6,23,20,0,0,34.3,-118.6,5.4
1893,5,20,11,0,0,34.1,-119.4,5.5
1893,8,24,10,0,0,38.0,-122.4,4.6
1893,9,16,3,0,0,38.4,-122.6,5.1
1894,8,20,8,0,0,34.3,-117.6,5.9
1894,12,11,8,0,0,40.3,-123.7,5.8
1895,1,26,23,0,0,32.8,-116.8,5.7
1895,10,17,5,0,0,40.75,-74.5,4.1
1895,11,25,0,0,0,46.0,-112.5,5.0
1895,12,16,4,0,0,37.0,-89.4,5.9
1896,5,18,13,0,0,45.2,-123.2,5.0
1896,10,3,2,0,0,36.7,-118.3,5.9
1896,11,15,18,0,0,19.25,-155.0,6.0
1897,7,13,14,0,0,37.1,-80.7,4.3
1897,6,10,4,0,0,44.5,-73.5,4.7
1897,8,16,10,0,0,37.3,-80.7,5.6
1897,7,25,22,0,0,46.6,-112.0,5.0
1897,9,11,22,0,0,37.0,-121.5,6.2
1897,12,12,17,0,0,45.3,-112.6,6.4
1897,12,31,14,0,0,38.0,-96.5,4.5
1898,2,5,20,0,0,37.0,-81.0,4.4
1898,4,30,23,0,0,38.2,-122.4,6.2
1898,5,14,11,0,0,39.2,-123.8,6.9
1898,8,16,14,0,0,36.5,-88.5,4.5
1898,9,13,12,0,0,52.0,172.0,7.6
1898,12,18,5,0,0,50.71,179.5,6.9
1898,11,25,20,0,0,37.0,-81.0,4.5
1899,3,23,18,0,0,37.0,-81.0,4.5
1899,6,10,20,0,0,41.0,-126.0,7.0
1899,5,8,13,0,0,38.5,-87.4,4.9
1899,8,1,9,0,0,36.9,-121.7,5.6
1899,7,1,23,0,0,37.7,-122.5,5.4
1899,9,27,18,0,0,37.2,-121.5,5.8
1899,9,7,12,0,0,60.0,-150.0,7.2
1899,7,23,22,0,0,34.2,-117.4,5.5
1899,10,14,16,0,0,34.3,-117.5,6.5
1899,9,4,22,0,0,60.0,-142.0,7.9
1899,9,22,8,0,0,60.0,-142.0,6.9
1899,11,20,0,0,0,60.0,-140.0,7.4
1899,12,8,5,0,0,60.0,-140.0,8.0
1899,11,8,2,0,0,59.0,-136.0,6.9
1899,11,8,0,0,0,60.0,-143.0,6.9
1899,11,14,2,0,0,59.0,-143.0,7.0
1900,2,14,1,0,0,33.8,-117.0,6.4
1900,4,9,14,0,0,41.4,-81.9,3.4
1925,11,23,2,0,0,36.9,-121.6,4.5
1900,11,29,1,0,0,57.09,-153.48,7.7
1901,4,3,1,0,0,36.0,-120.5,6.4
1901,5,17,6,0,0,38.75,-83.0,4.2
1901,10,26,12,0,0,40.8,-115.7,5.0
1902,4,2,2,0,0,52.0,-160.0,7.0
1912,4,16,14,0,0,51.45,-171.02,7.1
1907,12,8,22,0,0,52.38,-167.45,7.0
1902,3,8,16,0,0,38.6,-90.3,4.5
1902,8,3,7,0,0,38.3,-121.9,5.4
1902,6,21,5,0,0,33.7,-117.1,4.5
1902,8,24,9,0,0,34.8,-120.4,5.4
1902,7,28,18,0,0,42.0,-97.6,4.4
1902,9,7,8,0,0,34.7,-120.3,5.4
1903,3,24,21,0,0,50.85,-175.16,7.0
1903,1,28,19,0,0,32.1,-81.1,4.1
1903,4,22,2,0,0,52.0,175.0,6.8
1903,2,9,21,0,0,37.8,-89.3,4.9
1903,7,26,21,0,0,61.56,-158.54,6.9
1903,8,4,16,0,0,37.4,-121.9,5.8
1903,10,16,10,0,0,39.5,-122.0,4.5
1903,8,30,1,0,0,37.3,-121.8,5.8
1904,1,18,18,0,0,36.5,-89.5,4.6
1904,1,22,18,0,0,36.5,-89.8,5.1
1904,4,3,12,0,0,48.5,-122.8,5.3
1904,4,15,4,0,0,45.0,-67.2,5.1
1904,5,24,8,0,0,40.5,-122.4,4.5
1904,9,10,18,0,0,38.5,-122.0,4.5
1904,11,24,20,0,0,64.66,-148.08,7.3
1905,3,6,14,0,0,35.5,-118.7,5.0
1905,3,21,6,0,0,50.73,-178.55,7.3
1905,4,5,2,0,0,51.28,174.83,7.0
1905,8,26,2,0,0,44.3,-69.8,4.4
1905,7,27,20,0,0,47.24,-88.45,4.5
1905,9,12,4,0,0,37.2,-89.3,4.8
1905,10,10,2,0,0,52.06,-171.45,7.4
1906,1,30,12,0,0,53.88,-161.66,6.9
1906,1,8,15,0,0,39.3,-96.6,4.9
1906,5,26,9,0,0,33.0,-117.0,4.5
1921,4,6,13,0,0,37.75,-122.55,7.8
1906,4,20,6,0,0,32.9,-115.5,6.2
1906,5,30,22,0,0,41.0,-124.0,6.4
1906,5,11,3,0,0,43.0,-101.3,3.7
1906,7,25,2,0,0,47.1,-88.64,4.2
1906,9,29,10,0,0,51.05,179.69,7.8
1907,3,4,18,0,0,56.85,-153.9,7.3
1907,4,7,2,0,0,37.7,-78.3,4.0
1907,11,22,16,0,0,57.0,-161.0,6.5
1907,11,7,17,0,0,52.59,169.73,7.4
1907,9,26,10,0,0,34.2,-117.1,5.3
1908,6,11,5,0,0,36.6,-121.8,4.5
1917,11,8,0,0,0,59.0,-141.0,7.0
1908,10,1,3,0,0,40.8,-124.0,5.0
1908,10,17,7,0,0,19.0,-155.0,6.8
1908,12,8,21,0,0,36.0,-117.0,6.5
1909,4,18,16,0,0,49.0,-122.7,6.0
1909,4,19,19,0,0,38.1,-121.7,4.5
1909,3,3,12,0,0,39.4,-120.9,5.0
1909,6,29,16,0,0,52.0,175.0,7.0
1909,6,2,7,0,0,49.0,-104.0,5.5
1909,7,25,2,0,0,41.6,-88.1,5.1
1909,7,23,4,0,0,39.4,-120.8,5.7
1909,8,6,2,0,0,40.2,-90.0,4.8
1928,7,2,20,0,0,52.5,-169.0,7.4
1909,11,5,9,0,0,39.8,-87.2,5.1
1909,11,21,14,0,0,37.0,-89.5,4.5
1909,11,24,21,0,0,40.5,-124.2,6.4
1910,1,24,9,0,0,36.7,-121.4,4.5
1910,4,7,4,0,0,36.9,-121.8,5.8
1910,3,19,11,0,0,40.0,-125.0,6.0
1910,5,12,13,0,0,33.7,-117.4,5.0
1910,5,23,14,0,0,46.0,-112.5,5.4
1910,7,13,8,0,0,37.33,-118.42,5.6
1910,6,7,20,0,0,33.7,-117.4,5.0
1919,1,4,14,0,0,57.0,-160.0,6.7
1910,7,18,11,0,0,33.7,-117.4,6.0
1912,2,3,8,0,0,42.0,-127.0,6.8
1911,12,24,14,0,0,50.75,179.38,7.0
1911,2,19,11,0,0,36.83,-121.42,5.0
1911,6,7,17,0,0,36.83,-121.42,4.5
1911,6,8,1,0,0,34.0,-91.8,4.7
1911,9,3,2,0,0,44.2,-98.2,4.5
1936,8,4,19,0,0,37.25,-121.75,6.6
1911,11,16,12,0,0,33.8,-116.7,4.5
1911,9,30,14,0,0,51.0,180.0,7.1
1917,6,10,12,0,0,60.5,-149.0,6.9
1930,4,8,8,0,0,52.0,173.0,6.9
1912,3,9,13,0,0,41.5,-88.5,4.5
1929,8,25,22,0,0,52.0,-179.0,6.7
1912,1,19,16,0,0,37.33,-118.42,5.5
1935,1,11,4,0,0,61.0,-147.5,7.0
1923,5,2,10,0,0,59.0,-153.0,6.4
1930,10,5,22,0,0,59.0,-153.0,6.9
1912,8,7,13,0,0,63.07,-146.14,7.2
1912,9,18,21,0,0,38.92,-120.33,4.5
1912,11,22,23,0,0,37.33,-122.17,4.5
1921,4,18,8,0,0,57.5,-155.0,7.3
1926,12,6,0,0,0,57.5,-154.0,6.9
1913,3,18,4,0,0,34.7,-81.7,4.8
1913,6,25,14,0,0,36.2,-83.7,4.1
1917,2,19,2,0,0,51.0,-179.0,6.9
1928,11,13,0,0,0,48.0,-178.0,7.2
1914,4,27,7,0,0,44.98,-76.92,5.2
1914,5,4,17,0,0,39.5,-119.8,6.0
1914,5,27,13,0,0,33.5,-83.5,4.5
1914,5,28,19,0,0,39.5,-119.8,6.4
1920,8,30,18,0,0,44.0,-129.0,6.7
1914,11,18,15,0,0,37.17,-122.0,4.7
1915,2,9,10,0,0,37.17,-122.17,4.5
1915,1,29,23,0,0,34.6,-120.2,5.2
1915,7,10,7,0,0,38.58,-119.5,5.0
1915,6,25,9,0,0,39.5,-126.5,6.7
1915,6,24,22,0,0,36.08,-118.83,5.0
1915,7,7,23,0,0,32.8,-115.5,6.2
1915,7,12,0,0,0,32.8,-115.5,6.2
1915,10,15,12,0,0,48.5,-121.4,5.6
1923,3,13,16,0,0,40.5,-117.5,7.7
1921,10,5,6,0,0,37.83,-122.25,4.5
1916,1,15,22,0,0,32.0,-115.0,7.1
1916,2,21,16,0,0,36.0,-90.0,4.5
1916,2,19,20,0,0,41.0,-126.0,6.5
1916,2,20,16,0,0,43.0,-74.0,4.1
1921,10,30,0,0,0,41.0,-117.8,5.9
1940,8,21,7,0,0,48.5,178.5,7.7
1916,5,28,11,0,0,35.5,-82.5,5.2
1920,11,15,20,0,0,53.25,-170.0,7.4
1916,5,22,10,0,0,44.2,-116.5,5.3
1916,9,1,22,0,0,34.7,-117.0,4.5
1931,12,24,15,0,0,41.5,-116.5,5.6
1932,10,24,14,0,0,41.5,-116.5,5.8
1921,4,18,20,0,0,41.5,-117.0,5.0
1916,10,25,18,0,0,36.67,-121.25,5.3
1935,6,15,1,0,0,37.0,-122.0,5.0
1916,10,8,19,0,0,33.5,-116.5,5.0
1923,1,15,21,0,0,41.5,-116.5,5.0
1917,1,17,20,0,0,33.5,-86.5,5.1
1916,11,2,4,0,0,34.9,-118.9,6.0
1916,11,2,14,0,0,34.7,-119.0,5.5
1916,12,17,23,0,0,35.5,-116.0,6.1
1917,1,10,14,0,0,36.6,-89.2,3.8
1917,3,3,16,0,0,40.83,-124.17,4.6
1917,5,13,12,0,0,41.6,-117.8,4.7
1917,6,17,12,0,0,35.4,-101.3,3.8
1917,7,3,12,0,0,38.1,-90.2,5.1
1938,6,28,3,0,0,40.0,-118.0,5.1
1917,4,27,23,0,0,34.3,-119.5,4.5
1917,6,22,6,0,0,32.8,-115.3,5.5
1917,7,5,7,0,0,54.79,-159.12,7.9
1922,5,16,0,0,0,44.0,-129.0,6.5
1917,8,29,17,0,0,35.0,-120.5,4.8
1917,11,30,18,0,0,46.3,-94.5,4.3
1928,4,18,3,0,0,37.4,-121.8,4.8
1918,1,24,18,0,0,43.0,-111.3,5.3
1919,7,6,0,0,0,38.7,-78.4,4.6
1943,10,8,1,0,0,33.75,-117.0,6.8
1918,5,19,0,0,0,32.7,-115.5,5.0
1918,9,7,0,0,0,33.8,-117.0,5.0
1918,7,15,23,0,0,41.0,-125.0,6.5
1923,5,1,18,0,0,44.2,-70.5,4.2
1918,10,3,2,0,0,35.5,-98.0,3.3
1918,10,24,23,0,0,36.0,-89.2,4.5
1930,4,4,6,0,0,19.4,-155.3,6.2
1919,4,21,21,0,0,35.0,-119.0,5.0
1919,5,29,6,0,0,38.33,-122.5,4.6
1919,9,29,14,0,0,19.0,-155.5,6.1
1920,1,9,23,0,0,37.08,-121.83,4.5
1935,6,16,21,0,0,38.3,-119.5,5.2
1920,1,10,19,0,0,33.2,-116.7,5.0
1928,2,25,20,0,0,48.8,-123.0,5.5
1920,7,2,7,0,0,34.0,-118.5,4.9
1942,6,23,14,0,0,36.58,-121.67,5.2
1921,1,22,6,0,0,34.5,-119.5,4.5
1921,5,3,15,0,0,39.5,-87.5,4.4
1921,11,26,20,0,0,38.7,-112.1,5.2
1932,9,10,0,0,0,41.0,-126.0,6.0
1937,2,9,10,0,0,41.0,-125.5,7.3
1934,12,23,16,0,0,35.75,-120.25,6.5
1922,6,20,7,0,0,35.75,-120.33,5.0
1947,8,25,22,0,0,37.4,-89.4,4.8
1922,4,1,6,0,0,37.4,-89.4,4.6
1922,9,8,8,0,0,35.75,-120.33,5.0
1922,12,10,19,0,0,37.8,-88.5,4.8
1923,1,28,21,0,0,42.2,-120.3,5.0
1933,5,16,10,0,0,40.5,-124.5,7.2
1923,3,27,10,0,0,40.83,-124.17,5.0
1945,5,7,1,0,0,59.0,-138.0,5.7
1925,12,17,17,0,0,41.0,-125.0,5.6
1941,11,21,15,0,0,55.55,-156.75,7.1
1924,9,14,11,0,0,63.0,-147.0,5.6
1931,11,20,18,0,0,34.0,-117.25,6.2
1924,1,7,6,0,0,35.5,-90.4,4.8
1924,2,4,23,0,0,32.5,-115.5,5.0
1924,2,13,5,0,0,32.5,-115.5,5.7
1924,1,13,17,0,0,36.0,-90.0,4.5
1924,2,20,14,0,0,40.83,-124.17,4.8
1930,5,14,6,0,0,44.0,-127.0,5.7
1937,2,11,1,0,0,36.58,-121.67,4.6
1924,7,10,2,0,0,37.33,-121.67,4.5
1924,10,27,18,0,0,19.25,-155.55,5.0
1925,1,14,13,0,0,36.67,-121.67,4.0
1931,4,17,17,0,0,40.83,-124.17,4.8
1925,5,13,21,0,0,38.2,-87.8,4.8
1939,2,21,12,0,0,41.5,-125.0,6.0
1926,11,14,9,0,0,46.4,-111.24,6.7
1941,12,11,0,0,0,34.3,-119.8,6.2
1925,9,18,17,0,0,35.4,-101.3,4.9
1925,9,19,5,0,0,33.5,-117.0,4.5
1938,5,4,21,0,0,38.0,-118.3,4.8
1925,10,20,4,0,0,37.8,-87.5,4.6
1925,12,4,11,0,0,43.7,-71.1,4.0
1946,11,25,5,0,0,34.0,-119.5,5.5
1926,4,26,15,0,0,20.5,-155.5,6.0
1926,6,25,17,0,0,34.0,-116.0,5.5
1948,9,3,0,0,0,43.0,-127.5,6.0
1926,10,3,17,0,0,34.5,-119.5,5.5
1926,8,24,11,0,0,35.6,-118.8,5.0
1951,11,19,9,0,0,66.0,-163.0,5.6
1946,8,12,2,0,0,36.5,-120.8,5.0
1948,7,19,10,0,0,51.63,-175.65,7.0
1926,12,12,11,0,0,36.62,-122.35,6.1
1942,1,14,10,0,0,36.55,-122.18,6.1
1952,6,30,6,0,0,37.02,-122.21,5.5
1927,1,12,21,0,0,39.1,-82.1,3.8
1936,7,3,21,0,0,40.75,-126.0,6.0
1926,12,14,20,0,0,46.1,-111.2,5.4
1927,2,3,7,0,0,36.17,-120.32,5.0
1936,4,24,21,0,0,32.5,-115.5,5.7
1937,6,2,10,0,0,32.5,-115.5,5.5
1953,12,23,12,0,0,36.95,-122.27,5.0
1944,7,27,6,0,0,20.5,-155.25,6.0
1927,6,10,12,0,0,35.8,-90.4,4.8
1947,3,18,1,0,0,37.33,-122.92,4.9
1927,9,24,0,0,0,34.0,-118.5,5.3
1950,7,6,0,0,0,41.0,-124.6,5.3
1930,1,27,19,0,0,37.5,-118.75,6.0
1945,8,7,17,0,0,57.69,-136.07,7.1
1927,12,30,6,0,0,34.7,-120.8,7.0
1931,9,3,14,0,0,35.0,-120.5,5.0
1928,1,19,5,0,0,37.0,-121.58,4.6
1928,2,8,0,0,0,45.3,-69.0,3.6
1928,6,1,6,0,0,46.5,-112.0,4.9
1928,5,20,8,0,0,44.5,-74.3,4.1
1946,10,13,7,0,0,38.3,-117.5,4.7
1952,11,23,0,0,0,39.93,-122.78,4.5
1940,2,23,19,0,0,39.5,-119.83,4.5
1928,7,16,4,0,0,34.1,-119.3,5.2
1928,6,26,2,0,0,40.75,-122.92,4.5
1947,1,12,17,0,0,60.0,-146.5,6.8
1928,9,4,11,0,0,37.33,-121.92,4.8
1928,9,27,8,0,0,42.1,-115.2,5.2
1928,11,4,2,0,0,34.0,-116.0,5.0
1942,10,18,19,0,0,43.5,-130.3,6.3
1928,12,20,5,0,0,32.9,-115.7,5.0
1933,6,7,1,0,0,36.11,-82.83,4.5
1940,10,23,21,0,0,64.0,-148.0,6.2
1929,2,16,3,0,0,46.1,-111.3,5.6
1930,9,17,21,0,0,50.88,-169.71,7.5
1929,3,22,12,0,0,35.0,-119.0,4.5
1929,7,5,5,0,0,62.5,-149.0,6.2
1934,5,23,19,0,0,64.0,-148.0,6.5
1945,9,11,14,0,0,51.42,-178.34,7.0
1953,9,25,6,0,0,51.6,-177.87,7.3
1948,4,17,15,0,0,33.91,-118.04,4.7
1942,6,10,9,0,0,42.91,-78.4,5.2
1929,12,2,9,0,0,41.2,-116.8,4.6
1934,11,16,8,0,0,19.75,-156.0,5.6
1952,7,21,7,0,0,34.83,-116.52,5.1
1938,5,2,11,0,0,19.75,-156.0,6.5
1954,12,2,14,0,0,36.17,-120.67,4.6
1930,2,17,5,0,0,36.9,-118.2,5.5
1930,1,24,5,0,0,40.5,-124.0,4.5
1942,1,12,21,0,0,53.67,171.46,7.8
1930,1,5,16,0,0,38.1,-78.5,3.7
1929,12,29,6,0,0,35.5,-98.0,3.9
1939,3,21,21,0,0,36.8,-121.5,4.5
1930,2,12,0,0,0,36.8,-121.5,4.5
1930,4,27,10,0,0,34.2,-116.9,5.2
1930,1,17,10,0,0,34.2,-116.9,5.1
1930,3,7,14,0,0,33.0,-115.5,5.0
1930,6,6,16,0,0,33.0,-115.5,4.5
1930,3,8,6,0,0,33.0,-115.5,4.5
1954,11,14,7,0,0,39.25,-120.0,4.3
1944,8,11,0,0,0,39.25,-119.17,4.5
1930,6,21,23,0,0,19.4,-155.4,4.7
1944,4,19,15,0,0,35.5,-118.0,4.7
1930,9,20,21,0,0,34.5,-119.5,5.0
1931,2,15,6,0,0,34.03,-118.64,5.2
1933,8,26,23,0,0,40.83,-124.17,5.0
1930,12,24,0,0,0,40.3,-84.3,4.2
1930,12,8,17,0,0,30.0,-91.0,4.2
1930,12,19,13,0,0,40.67,-121.92,4.5
1938,12,14,8,0,0,53.0,-172.0,6.5
1940,9,26,7,0,0,40.08,-124.5,5.0
1931,1,31,3,0,0,40.92,-124.08,5.0
1931,1,19,20,0,0,39.83,-123.58,4.5
1931,3,6,0,0,0,40.67,-124.32,4.5
1930,12,19,18,0,0,40.5,-124.08,4.8
1931,1,18,22,0,0,40.83,-124.17,4.6
1957,7,29,16,0,0,36.5,-124.4,5.0
1947,5,17,7,0,0,60.75,-149.0,5.6
1931,4,5,17,0,0,35.83,-120.5,4.7
1934,12,7,21,0,0,40.0,-125.0,5.6
1950,11,29,18,0,0,51.0,-170.0,6.0
1953,8,4,23,0,0,43.47,-73.79,4.7
1931,6,24,18,0,0,33.7,-86.6,4.0
1937,4,18,8,0,0,63.0,-149.0,5.6
1944,5,6,16,0,0,52.2,173.3,6.0
1931,9,9,8,0,0,35.25,-120.67,4.8
1938,8,28,13,0,0,39.1,-94.7,3.8
1950,1,2,19,0,0,52.5,-168.0,6.0
1944,8,17,22,0,0,30.5,-104.57,5.8
1952,3,11,2,0,0,40.0,-125.0,5.3
1949,3,3,20,0,0,41.8,-123.0,4.5
1946,12,23,14,0,0,40.8,-125.0,5.8
1958,1,5,7,0,0,40.43,-84.27,4.7
1945,11,15,18,0,0,63.0,-147.0,5.6
1931,12,6,5,0,0,36.5,-121.67,5.1
1931,12,31,0,0,0,33.8,-90.1,4.6
1935,11,11,8,0,0,60.0,-152.0,6.2
1932,3,3,13,0,0,47.5,-123.0,4.8
1947,7,7,16,0,0,40.42,-124.42,4.5
